Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
78,44,tr|R5UE03|R5UE03_9BACE,371.37,57,44,11,Carbamidomethylation; Oxidation (M),100274,Pyruvate phosphate dikinase OS=Bacteroides sp. CAG:702 GN=BN759_01582 PE=4 SV=1
8339,27987,tr|X8H6C7|X8H6C7_9FUSO,55.54,5,1,1,Carbamidomethylation,50763,Carbon starvation protein CstA C-terminal domain protein OS=Fusobacterium sp. CM22 GN=HMPREF1500_1306 PE=4 SV=1
8339,27988,tr|X8IAF0|X8IAF0_9FUSO,55.54,5,1,1,Carbamidomethylation,50709,Carbon starvation protein CstA C-terminal domain protein OS=Fusobacterium sp. OBRC1 GN=HMPREF1501_0465 PE=4 SV=1
8339,27989,tr|A0A0S2ZCN0|A0A0S2ZCN0_9FUSO,55.54,5,1,1,Carbamidomethylation,50661,Carbon starvation protein CstA OS=Fusobacterium hwasookii ChDC F300 GN=RN97_00375 PE=4 SV=1
8339,27990,tr|A0A0S2ZRU3|A0A0S2ZRU3_FUSNP,55.54,5,1,1,Carbamidomethylation,50723,Carbon starvation protein CstA OS=Fusobacterium nucleatum subsp. polymorphum GN=RN93_02030 PE=4 SV=1
8339,27991,tr|J8VC55|J8VC55_9FUSO,55.54,5,1,1,Carbamidomethylation,50676,Carbon starvation protein A OS=Fusobacterium hwasookii ChDC F128 GN=B437_02296 PE=4 SV=1
8339,27992,tr|D6LEI9|D6LEI9_9FUSO,55.54,5,1,1,Carbamidomethylation,50722,Carbon starvation protein CstA OS=Fusobacterium periodonticum 1_1_41FAA GN=HMPREF0400_00125 PE=4 SV=1
8339,27993,tr|D4CXY4|D4CXY4_9FUSO,55.54,5,1,1,Carbamidomethylation,52987,Carbon starvation protein CstA OS=Fusobacterium periodonticum ATCC 33693 GN=FUSPEROL_02295 PE=4 SV=1
7034,30967,tr|W7UDK8|W7UDK8_RUMFL,55.49,9,1,1,,14935,30S ribosomal protein S9 OS=Ruminococcus flavefaciens 007c GN=rpsI PE=3 SV=1
6023,30932,tr|B6WQ70|B6WQ70_9DELT,55.28,4,1,1,,48091,Amino acid carrier protein OS=Desulfovibrio piger ATCC 29098 GN=agcS PE=3 SV=1
6023,30933,tr|G1UWJ8|G1UWJ8_9DELT,55.28,4,1,1,,48519,Uncharacterized protein OS=Desulfovibrio sp. 6_1_46AFAA GN=HMPREF1022_02971 PE=3 SV=1
6023,30934,tr|A0A0X8JI26|A0A0X8JI26_9DELT,55.28,4,1,1,,48547,Alanine glycine permease OS=Desulfovibrio fairfieldensis GN=AXF13_02250 PE=3 SV=1
6023,30935,tr|R7C0I9|R7C0I9_9BURK,55.28,4,1,1,,49059,Amino acid carrier protein OS=Sutterella sp. CAG:397 GN=BN641_01653 PE=3 SV=1
6023,30936,tr|A0A150YCU0|A0A150YCU0_9FIRM,55.28,4,1,1,,50521,Alanine glycine permease OS=Ruminococcus sp. DSM 100440 GN=AXF09_01405 PE=3 SV=1
6023,30937,tr|H3KEG2|H3KEG2_9BURK,55.28,4,1,1,,54424,Amino acid carrier protein OS=Sutterella parvirubra YIT 11816 GN=HMPREF9440_01126 PE=3 SV=1
6734,26703,tr|R5GHT6|R5GHT6_9BACT,55.12,6,2,2,,37645,UDP-glucose 4-epimerase OS=Prevotella sp. CAG:755 GN=BN773_01255 PE=3 SV=1
7423,25147,tr|A0A173YLE5|A0A173YLE5_9FIRM,55.05,3,1,1,,37155,Phosphoribosylformylglycinamidine cyclo-ligase OS=Faecalibacterium prausnitzii GN=purM PE=3 SV=1
7381,29006,tr|R5PRW0|R5PRW0_9BACT,54.98,14,1,1,,20828,Transketolase thiamine diphosphate binding domain protein OS=Prevotella sp. CAG:1092 GN=BN465_01003 PE=4 SV=1
8528,28078,tr|A0A126QQM9|A0A126QQM9_9DELT,54.88,12,1,1,,15906,50S ribosomal protein L15 OS=Desulfovibrio sp. J2 GN=rplO PE=3 SV=1
8528,30970,tr|E6VT82|E6VT82_DESAO,54.88,12,1,1,,15924,50S ribosomal protein L15 OS=Desulfovibrio aespoeensis (strain ATCC 700646 / DSM 10631 / Aspo-2) GN=rplO PE=3 SV=1
8528,30971,tr|F0JL23|F0JL23_DESDE,54.88,12,1,1,,15940,50S ribosomal protein L15 OS=Desulfovibrio desulfuricans ND132 GN=rplO PE=3 SV=1
8528,30972,tr|A0A1B7XQ03|A0A1B7XQ03_9DELT,54.88,12,1,1,,16045,50S ribosomal protein L15 OS=Desulfovibrio sp. JC271 GN=rplO PE=3 SV=1
7060,22790,tr|R5UGE8|R5UGE8_9BACE,54.77,3,1,1,Carbamidomethylation,50486,Alpha-L-fucosidase OS=Bacteroides sp. CAG:702 GN=BN759_00142 PE=4 SV=1
6111,23168,tr|Q93UR4|Q93UR4_9DELT,54.59,6,1,1,,29485,Sulfite reductase beta subunit (Fragment) OS=Desulfovibrio longus GN=dsrB PE=4 SV=1
11055,27994,tr|U7TFZ5|U7TFZ5_FUSNU,54.33,5,1,1,Carbamidomethylation,50957,Uncharacterized protein OS=Fusobacterium nucleatum CTI-1 GN=HMPREF1538_00331 PE=4 SV=1
11055,27995,tr|Q8RGR5|Q8RGR5_FUSNN,54.33,5,1,1,Carbamidomethylation,50866,Carbon starvation protein A OS=Fusobacterium nucleatum subsp. nucleatum (strain ATCC 25586 / CIP 101130 / JCM 8532 / LMG 13131) GN=FN0221 PE=4 SV=1
11055,27996,tr|D5RAZ0|D5RAZ0_FUSN2,54.33,5,1,1,Carbamidomethylation,50866,Carbon starvation protein CstA OS=Fusobacterium nucleatum subsp. nucleatum (strain ATCC 23726 / VPI 4351) GN=cstA PE=4 SV=1
11055,27997,tr|F7L241|F7L241_FUSNU,54.33,5,1,1,Carbamidomethylation,50929,Putative carbon starvation protein CstA OS=Fusobacterium nucleatum subsp. animalis 11_3_2 GN=HMPREF0401_01914 PE=4 SV=1
11055,27998,tr|R9RA67|R9RA67_FUSNU,54.33,5,1,1,Carbamidomethylation,50927,Uncharacterized protein OS=Fusobacterium nucleatum subsp. animalis 4_8 GN=HMPREF0409_01231 PE=4 SV=1
11055,27999,tr|D6BET9|D6BET9_FUSNU,54.33,5,1,1,Carbamidomethylation,50899,Carbon starvation protein A OS=Fusobacterium nucleatum subsp. animalis D11 GN=PSAG_00721 PE=4 SV=1
11055,28000,tr|G6C0R3|G6C0R3_9FUSO,54.33,5,1,1,Carbamidomethylation,50914,Uncharacterized protein OS=Fusobacterium sp. oral taxon 370 str. F0437 GN=HMPREF9093_00139 PE=4 SV=1
11055,28214,tr|C7XRE6|C7XRE6_FUSNV,54.33,5,1,1,Carbamidomethylation,50833,Uncharacterized protein OS=Fusobacterium nucleatum subsp. vincentii 3_1_36A2 GN=HMPREF0946_01462 PE=4 SV=1
11055,28215,tr|Q7P591|Q7P591_FUSNV,54.33,5,1,1,Carbamidomethylation,50861,Carbon starvation protein A OS=Fusobacterium nucleatum subsp. vincentii ATCC 49256 GN=FNV0758 PE=4 SV=1
11055,28216,tr|A0A133PBH0|A0A133PBH0_FUSNU,54.33,5,1,1,Carbamidomethylation,50799,Carbon starvation protein CstA OS=Fusobacterium nucleatum GN=HMPREF3221_00209 PE=4 SV=1
11055,28217,tr|R5XRA3|R5XRA3_9FUSO,54.33,5,1,1,Carbamidomethylation,50783,Carbon starvation protein CstA OS=Fusobacterium sp. CAG:649 GN=BN748_00980 PE=4 SV=1
11055,28218,tr|A0A0M1VW22|A0A0M1VW22_FUSNV,54.33,5,1,1,Carbamidomethylation,50861,Uncharacterized protein OS=Fusobacterium nucleatum subsp. vincentii 4_1_13 GN=FSCG_01600 PE=4 SV=1
8700,27665,tr|A0A0S8HJ34|A0A0S8HJ34_9BACE,53.93,1,1,1,,77101,Elongation factor G OS=Bacteroides sp. SM23_62_1 GN=fusA PE=3 SV=1
6414,23819,tr|R5V8V7|R5V8V7_9FIRM,53.90,3,1,1,,30265,50S ribosomal protein L2 OS=Ruminococcus sp. CAG:254 GN=rplB PE=3 SV=1
6414,26871,tr|R7FD88|R7FD88_9FIRM,53.90,3,1,1,,30372,50S ribosomal protein L2 OS=Ruminococcus sp. CAG:330 GN=rplB PE=3 SV=1
11817,30995,tr|F0R0P9|F0R0P9_BACSH,53.71,22,1,1,,7099,Uncharacterized protein OS=Bacteroides salanitronis (strain DSM 18170 / JCM 13567 / BL78) GN=Bacsa_1690 PE=4 SV=1
8697,26932,tr|C6JC96|C6JC96_9FIRM,53.25,2,1,1,,63857,Uncharacterized protein OS=Ruminococcus sp. 5_1_39BFAA GN=RSAG_01563 PE=4 SV=1
8697,26933,tr|R7CQB3|R7CQB3_9FIRM,53.25,2,1,1,,63857,Uncharacterized protein OS=Ruminococcus sp. CAG:9 GN=BN806_00520 PE=4 SV=1
5703,26653,tr|W0U6I1|W0U6I1_9FIRM,53.21,10,2,2,Acetylation (Protein N-term),20831,Elongation factor P OS=Ruminococcus bicirculans GN=efp PE=3 SV=1
5703,26654,tr|R6TGJ0|R6TGJ0_9FIRM,53.21,10,2,2,Acetylation (Protein N-term),20831,Elongation factor P OS=Ruminococcus sp. CAG:57 GN=efp PE=3 SV=1
6899,23319,tr|H1HNU0|H1HNU0_9BACT,53.14,2,2,1,,109212,Protein-export membrane protein SecD OS=Prevotella maculosa OT 289 GN=HMPREF9944_01834 PE=3 SV=1
6645,23021,tr|R6MSC0|R6MSC0_9FIRM,53.05,2,1,1,,47009,Uncharacterized protein OS=Megamonas funiformis CAG:377 GN=BN632_00047 PE=4 SV=1
6645,23323,tr|D4KE71|D4KE71_9FIRM,53.05,2,1,1,,47011,NADH dehydrogenase  FAD-containing subunit OS=Megamonas hypermegale ART12/1 GN=MHY_19550 PE=4 SV=1
6645,23324,tr|H3K868|H3K868_9FIRM,53.05,2,1,1,,47011,Uncharacterized protein OS=Megamonas funiformis YIT 11815 GN=HMPREF9454_01441 PE=4 SV=1
8096,28499,tr|A0A173ZKC6|A0A173ZKC6_9FIRM,52.98,4,1,1,,35972,Nitronate monooxygenase OS=[Ruminococcus] torques GN=ERS852456_00755 PE=4 SV=1
8096,28500,tr|A5KP05|A5KP05_9FIRM,52.98,4,1,1,,35972,Putative enoyl-[acyl-carrier-protein] reductase II OS=Ruminococcus torques ATCC 27756 GN=RUMTOR_01982 PE=4 SV=1
8096,29112,tr|D4LIK6|D4LIK6_9FIRM,52.98,4,1,1,,33442,Putative enoyl-(Acyl-carrier-protein) reductase II OS=Ruminococcus sp. SR1/5 GN=CK1_15580 PE=4 SV=1
8096,29113,tr|R7GWN1|R7GWN1_9FIRM,52.98,4,1,1,,33414,Putative enoyl-(Acyl-carrier-protein) reductase II OS=Ruminococcus sp. CAG:90 GN=BN807_01722 PE=4 SV=1
8096,31019,tr|R5N076|R5N076_9FIRM,52.98,4,1,1,,33328,Putative enoyl-(Acyl-carrier-protein) reductase II OS=Ruminococcus sp. CAG:17 GN=BN514_01468 PE=4 SV=1
8547,29392,tr|R7MN61|R7MN61_9FIRM,52.90,4,1,1,,36697,Phosphoribosylformylglycinamidine cyclo-ligase OS=Ruminococcus sp. CAG:624 GN=purM PE=3 SV=1
7521,28593,tr|R6X490|R6X490_9FIRM,52.89,12,1,1,,13816,30S ribosomal protein S11 OS=Phascolarctobacterium succinatutens CAG:287 GN=rpsK PE=3 SV=1
7521,28594,tr|R6J9S7|R6J9S7_9FIRM,52.89,12,1,1,,13818,30S ribosomal protein S11 OS=Phascolarctobacterium sp. CAG:207 GN=rpsK PE=3 SV=1
7521,28595,tr|E8LDW6|E8LDW6_9FIRM,52.89,12,1,1,,13816,30S ribosomal protein S11 OS=Phascolarctobacterium succinatutens YIT 12067 GN=rpsK PE=3 SV=1
7521,31014,tr|R6IDD4|R6IDD4_9FIRM,52.89,15,1,1,,10713,30S ribosomal protein S11 OS=Phascolarctobacterium sp. CAG:266 GN=rpsK PE=3 SV=1
7599,31334,tr|V8C2U9|V8C2U9_RUMGN,52.85,32,2,1,,10055,10 kDa chaperonin OS=Ruminococcus gnavus CC55_001C GN=groS PE=3 SV=1
7599,31335,tr|R5TZA0|R5TZA0_9FIRM,52.85,32,2,1,,10055,10 kDa chaperonin OS=Ruminococcus gnavus CAG:126 GN=groS PE=3 SV=1
7599,31336,tr|A0A174D4Q7|A0A174D4Q7_RUMGN,52.85,32,2,1,,10055,10 kDa chaperonin OS=Ruminococcus gnavus GN=groS PE=3 SV=1
7599,31337,tr|A7B3G7|A7B3G7_RUMGN,52.85,32,2,1,,10055,10 kDa chaperonin OS=Ruminococcus gnavus ATCC 29149 GN=groS PE=3 SV=1
8558,31020,tr|A8SG16|A8SG16_9FIRM,52.85,20,1,1,Carbamidomethylation,7513,50S ribosomal protein L31 OS=Faecalibacterium prausnitzii M21/2 GN=rpmE PE=3 SV=1
8558,31021,tr|C7H5Q0|C7H5Q0_9FIRM,52.85,20,1,1,Carbamidomethylation,7513,50S ribosomal protein L31 OS=Faecalibacterium prausnitzii A2-165 GN=rpmE PE=3 SV=1
8558,31022,tr|R6Q3J8|R6Q3J8_9FIRM,52.85,20,1,1,Carbamidomethylation,7513,50S ribosomal protein L31 OS=Faecalibacterium sp. CAG:82 GN=rpmE PE=3 SV=1
8558,31023,tr|D4K4G5|D4K4G5_9FIRM,52.85,20,1,1,Carbamidomethylation,7499,50S ribosomal protein L31 OS=Faecalibacterium prausnitzii L2-6 GN=rpmE PE=3 SV=1
8558,31024,tr|D4K5V5|D4K5V5_9FIRM,52.85,20,1,1,Carbamidomethylation,7513,50S ribosomal protein L31 OS=Faecalibacterium prausnitzii SL3/3 GN=rpmE PE=3 SV=1
8558,31025,tr|E2ZEN0|E2ZEN0_9FIRM,52.85,20,1,1,Carbamidomethylation,7499,50S ribosomal protein L31 OS=Faecalibacterium cf. prausnitzii KLE1255 GN=rpmE PE=3 SV=1
8558,31026,tr|A0A173WFE4|A0A173WFE4_9FIRM,52.85,20,1,1,Carbamidomethylation,7513,50S ribosomal protein L31 OS=Faecalibacterium prausnitzii GN=rpmE PE=3 SV=1
7519,28358,tr|M5Q1B1|M5Q1B1_DESAF,52.70,2,1,1,,72188,Chaperone protein HtpG OS=Desulfovibrio africanus PCS GN=htpG PE=3 SV=1
7519,28359,tr|F3YV29|F3YV29_DESAF,52.70,2,1,1,,72274,Chaperone protein HtpG OS=Desulfovibrio africanus str. Walvis Bay GN=htpG PE=3 SV=1
6146,27544,tr|B6WPX2|B6WPX2_9DELT,52.65,6,1,1,,13381,50S ribosomal protein L7/L12 OS=Desulfovibrio piger ATCC 29098 GN=rplL PE=3 SV=1
6211,24208,tr|D4JY33|D4JY33_9FIRM,52.58,1,1,1,,82068,1 4-alpha-glucan branching enzyme GlgB OS=Faecalibacterium prausnitzii L2-6 GN=glgB PE=3 SV=1
6211,24247,tr|R6QG14|R6QG14_9FIRM,52.58,1,1,1,,82742,1 4-alpha-glucan branching enzyme GlgB OS=Faecalibacterium sp. CAG:82 GN=glgB PE=3 SV=1
6211,24628,tr|E2ZFG8|E2ZFG8_9FIRM,52.58,1,1,1,,85051,1 4-alpha-glucan branching enzyme GlgB OS=Faecalibacterium cf. prausnitzii KLE1255 GN=glgB PE=3 SV=1
6072,23801,tr|R7HPS5|R7HPS5_9BACT,52.50,2,1,1,,39612,Alanine dehydrogenase OS=Prevotella sp. CAG:279 GN=BN585_00319 PE=3 SV=1
10489,27382,tr|R6MNV0|R6MNV0_9FIRM,52.43,4,1,1,,37384,Cell division protein FtsZ OS=Megamonas funiformis CAG:377 GN=ftsZ PE=3 SV=1
10489,27383,tr|H3K739|H3K739_9FIRM,52.43,4,1,1,,37356,Cell division protein FtsZ OS=Megamonas funiformis YIT 11815 GN=ftsZ PE=3 SV=1
10063,28160,tr|R5EN00|R5EN00_9BACE,52.04,7,1,1,,25982,NAD-dependent protein deacylase OS=Bacteroides sp. CAG:20 GN=cobB PE=3 SV=1
10063,29409,tr|I9SGW6|I9SGW6_9BACE,52.04,6,1,1,,25925,NAD-dependent protein deacylase OS=Bacteroides nordii CL02T12C05 GN=cobB PE=3 SV=1
10063,29410,tr|U6RW43|U6RW43_9BACE,52.04,6,1,1,,25901,NAD-dependent protein deacylase OS=Bacteroides sp. HPS0048 GN=cobB PE=3 SV=1
10063,31027,tr|R5M9V8|R5M9V8_9BACE,52.04,10,1,1,,16300,Transcriptional regulator Sir2 family OS=Bacteroides intestinalis CAG:564 GN=BN711_02299 PE=4 SV=1
10063,31028,tr|K9EGW5|K9EGW5_9BACE,52.04,6,1,1,,25904,NAD-dependent protein deacylase OS=Bacteroides oleiciplenus YIT 12058 GN=cobB PE=3 SV=1
10063,31029,tr|E6SPI2|E6SPI2_BACT6,52.04,6,1,1,,25806,NAD-dependent protein deacylase OS=Bacteroides helcogenes (strain ATCC 35417 / DSM 20613 / JCM 6297 / P 36-108) GN=cobB PE=3 SV=1
10063,31030,tr|R7DUZ5|R7DUZ5_9BACE,52.04,6,1,1,,25982,NAD-dependent protein deacylase OS=Bacteroides intestinalis CAG:315 GN=cobB PE=3 SV=1
10063,31031,tr|B3CAH8|B3CAH8_9BACE,52.04,6,1,1,,26155,NAD-dependent protein deacylase OS=Bacteroides intestinalis DSM 17393 GN=cobB PE=3 SV=1
10063,31032,tr|A7V925|A7V925_BACUC,52.04,6,1,1,,26248,NAD-dependent protein deacylase OS=Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CIP 103695 / JCM 5828 / NCTC 13054 / VPI 0061) GN=cobB PE=3 SV=1
10063,31033,tr|A0A078RYS1|A0A078RYS1_BACUN,52.04,6,1,1,,26276,NAD-dependent protein deacylase OS=Bacteroides uniformis str. 3978 T3 ii GN=cobB PE=3 SV=1
10063,31034,tr|I8ZLF2|I8ZLF2_BACUN,52.04,6,1,1,,26248,NAD-dependent protein deacylase OS=Bacteroides uniformis CL03T12C37 GN=cobB PE=3 SV=1
10063,31035,tr|E5V731|E5V731_9BACE,52.04,6,1,1,,26276,NAD-dependent protein deacylase OS=Bacteroides sp. 4_1_36 GN=cobB PE=3 SV=1
10063,31036,tr|R7EK99|R7EK99_9BACE,52.04,6,1,1,,26291,NAD-dependent protein deacylase OS=Bacteroides uniformis CAG:3 GN=cobB PE=3 SV=1
10063,31037,tr|A0A174LK18|A0A174LK18_BACUN,52.04,6,1,1,,26276,NAD-dependent protein deacylase OS=Bacteroides uniformis GN=cobB_2 PE=3 SV=1
10063,31038,tr|A0A139K2N1|A0A139K2N1_BACUN,52.04,6,1,1,,26291,NAD-dependent protein deacylase OS=Bacteroides uniformis GN=cobB PE=3 SV=1
10063,31039,tr|A0A174IP94|A0A174IP94_BACUN,52.04,6,1,1,,26234,NAD-dependent protein deacylase OS=Bacteroides uniformis GN=cobB_2 PE=3 SV=1
10063,31040,tr|D2EXM4|D2EXM4_9BACE,52.04,6,1,1,,26276,NAD-dependent protein deacylase OS=Bacteroides sp. D20 GN=npdA PE=3 SV=1
10063,31041,tr|A0A174Q9Q4|A0A174Q9Q4_BACUN,52.04,6,1,1,,26234,NAD-dependent protein deacylase OS=Bacteroides uniformis GN=cobB_2 PE=3 SV=1
10063,31042,tr|R6YVJ3|R6YVJ3_9BACE,52.04,6,1,1,,27167,NAD-dependent protein deacylase OS=Bacteroides sp. CAG:714 GN=cobB PE=3 SV=1
7069,26791,tr|R6IID1|R6IID1_9PORP,51.72,12,2,2,,19226,30S ribosomal protein S16 OS=Parabacteroides sp. CAG:2 GN=rpsP PE=3 SV=1
7069,26792,tr|K6ACX4|K6ACX4_9PORP,51.72,12,2,2,,19226,30S ribosomal protein S16 OS=Parabacteroides distasonis CL09T03C24 GN=rpsP PE=3 SV=1
7069,26793,tr|A0A174IQP1|A0A174IQP1_9PORP,51.72,12,2,2,,19226,30S ribosomal protein S16 OS=Parabacteroides distasonis GN=rpsP PE=3 SV=1
7069,26797,tr|K6AL80|K6AL80_9PORP,51.72,12,2,2,,19733,30S ribosomal protein S16 OS=Parabacteroides goldsteinii CL02T12C30 GN=rpsP PE=3 SV=1
7069,26798,tr|A0A0F5IZU1|A0A0F5IZU1_9PORP,51.72,12,2,2,,19715,30S ribosomal protein S16 OS=Parabacteroides sp. HGS0025 GN=rpsP PE=3 SV=1
7069,26799,tr|D0TJ75|D0TJ75_9BACE,51.72,12,2,2,,19908,30S ribosomal protein S16 OS=Bacteroides sp. 2_1_33B GN=rpsP PE=3 SV=1
7069,26800,tr|A0A173QZA4|A0A173QZA4_9PORP,51.72,12,2,2,,19908,30S ribosomal protein S16 OS=Parabacteroides distasonis GN=rpsP PE=3 SV=1
7069,26801,tr|K6AEG8|K6AEG8_9PORP,51.72,12,2,2,,19908,30S ribosomal protein S16 OS=Parabacteroides distasonis CL03T12C09 GN=rpsP PE=3 SV=1
7069,26802,tr|B7BAD0|B7BAD0_9PORP,51.72,12,2,2,,19840,30S ribosomal protein S16 OS=Parabacteroides johnsonii DSM 18315 GN=rpsP PE=3 SV=1
7069,26803,sp|A6LCP4|RS16_PARD8,51.72,12,2,2,,19908,30S ribosomal protein S16 OS=Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152) GN=rpsP PE=3 SV=1
7069,26804,tr|A0A0J9DG01|A0A0J9DG01_9PORP,51.72,12,2,2,,19908,30S ribosomal protein S16 OS=Parabacteroides sp. D26 GN=rpsP PE=3 SV=1
7069,26805,tr|K6B843|K6B843_9PORP,51.72,12,2,2,,19908,30S ribosomal protein S16 OS=Parabacteroides sp. D25 GN=rpsP PE=3 SV=1
7069,26806,tr|C7X8V0|C7X8V0_9PORP,51.72,12,2,2,,19908,30S ribosomal protein S16 OS=Parabacteroides sp. D13 GN=rpsP PE=3 SV=1
7069,26807,tr|A7AFV5|A7AFV5_9PORP,51.72,12,2,2,,19739,30S ribosomal protein S16 OS=Parabacteroides merdae ATCC 43184 GN=rpsP PE=3 SV=1
7069,26808,tr|A0A0F5J754|A0A0F5J754_9PORP,51.72,12,2,2,,19733,30S ribosomal protein S16 OS=Parabacteroides goldsteinii DSM 19448 = WAL 12034 GN=rpsP PE=3 SV=1
7069,26809,tr|A0A0F5IJ63|A0A0F5IJ63_9PORP,51.72,12,2,2,,19701,30S ribosomal protein S16 OS=Parabacteroides gordonii MS-1 GN=rpsP PE=3 SV=1
7069,26810,tr|K5ZBS9|K5ZBS9_9PORP,51.72,12,2,2,,19840,30S ribosomal protein S16 OS=Parabacteroides johnsonii CL02T12C29 GN=rpsP PE=3 SV=1
7069,26811,tr|S0GTR1|S0GTR1_9PORP,51.72,12,2,2,,19733,30S ribosomal protein S16 OS=Parabacteroides goldsteinii dnLKV18 GN=rpsP PE=3 SV=1
7069,26812,tr|E1YSC9|E1YSC9_9PORP,51.72,12,2,2,,19908,30S ribosomal protein S16 OS=Parabacteroides sp. 20_3 GN=rpsP PE=3 SV=1
7069,26813,tr|A0A069SJM5|A0A069SJM5_9PORP,51.72,12,2,2,,19908,30S ribosomal protein S16 OS=Parabacteroides distasonis str. 3776 Po2 i GN=rpsP PE=3 SV=1
7069,26814,tr|D7IPA2|D7IPA2_9BACE,51.72,12,2,2,,19908,30S ribosomal protein S16 OS=Bacteroides sp. 3_1_19 GN=rpsP PE=3 SV=1
7069,26815,tr|A0A078SC73|A0A078SC73_9PORP,51.72,12,2,2,,19908,30S ribosomal protein S16 OS=Parabacteroides distasonis str. 3999B T(B) 4 GN=rpsP PE=3 SV=1
7069,26816,tr|K5ZIW9|K5ZIW9_9PORP,51.72,12,2,2,,19767,30S ribosomal protein S16 OS=Parabacteroides merdae CL03T12C32 GN=rpsP PE=3 SV=1
7069,26817,tr|A0A174F669|A0A174F669_9PORP,51.72,12,2,2,,19739,30S ribosomal protein S16 OS=Parabacteroides merdae GN=rpsP PE=3 SV=1
7069,26818,tr|A0A0J6FDE0|A0A0J6FDE0_9PORP,51.72,12,2,2,,19733,30S ribosomal protein S16 OS=Parabacteroides goldsteinii GN=rpsP PE=3 SV=1
8714,31043,tr|A8SGP3|A8SGP3_9FIRM,51.41,4,1,1,,38690,Phosphoserine aminotransferase OS=Faecalibacterium prausnitzii M21/2 GN=serC PE=3 SV=1
8714,31044,tr|D4K730|D4K730_9FIRM,51.41,4,1,1,,39972,Phosphoserine aminotransferase OS=Faecalibacterium prausnitzii SL3/3 GN=serC PE=3 SV=1
8714,31045,tr|R6PWT7|R6PWT7_9FIRM,51.41,4,1,1,,40041,Phosphoserine aminotransferase OS=Faecalibacterium sp. CAG:82 GN=serC PE=3 SV=1
8714,31046,tr|A0A173V592|A0A173V592_9FIRM,51.41,4,1,1,,39972,Phosphoserine aminotransferase OS=Faecalibacterium prausnitzii GN=serC PE=3 SV=1
11818,31078,tr|R5YIC0|R5YIC0_9BACE,51.29,17,1,1,,8480,Acyl carrier protein OS=Bacteroides sp. CAG:144 GN=acpP PE=3 SV=1
6378,24254,tr|C6BWF7|C6BWF7_DESAD,51.12,2,1,1,,45744,Na(+)-translocating NADH-quinone reductase subunit F OS=Desulfovibrio salexigens (strain ATCC 14822 / DSM 2638 / NCIB 8403 / VKM B-1763) GN=nqrF PE=3 SV=1
11819,31082,tr|R6FAJ4|R6FAJ4_9BACE,50.91,7,1,1,,24979,Uncharacterized protein OS=Bacteroides sp. CAG:633 GN=BN744_01489 PE=4 SV=1
7373,28050,tr|A0A174XPV9|A0A174XPV9_9FIRM,50.19,6,1,1,,29743,Phosphate-binding protein pstS OS=[Ruminococcus] torques GN=pstS_2 PE=4 SV=1
7596,31087,tr|A8S8D7|A8S8D7_9FIRM,50.07,4,1,1,,43235,AICARFT/IMPCHase bienzyme OS=Faecalibacterium prausnitzii M21/2 GN=FAEPRAM212_00725 PE=4 SV=1
7596,31088,tr|A0A173RXN7|A0A173RXN7_9FIRM,50.07,4,1,1,,43175,Bifunctional purine biosynthesis protein PurH OS=Faecalibacterium prausnitzii GN=purH PE=4 SV=1
6874,25311,tr|A0A0F5IJQ6|A0A0F5IJQ6_9PORP,49.88,1,1,1,,109078,SusC/RagA family TonB-linked outer membrane protein (Fragment) OS=Parabacteroides sp. HGS0025 GN=HMPREF1212_04922 PE=4 SV=1
7684,23761,tr|R6W7B8|R6W7B8_9FIRM,49.81,5,1,1,,27411,Triosephosphate isomerase OS=Ruminococcus sp. CAG:382 GN=tpiA PE=3 SV=1
7684,31079,tr|D4LE83|D4LE83_RUMC1,49.81,5,1,1,,27267,Triosephosphate isomerase OS=Ruminococcus champanellensis (strain DSM 18848 / JCM 17042 / KCTC 15320 / 18P13) GN=tpiA PE=3 SV=1
7684,31080,tr|R6ZY90|R6ZY90_9FIRM,49.81,5,1,1,,27251,Triosephosphate isomerase OS=Ruminococcus sp. CAG:379 GN=tpiA PE=3 SV=1
7082,31090,tr|A0A0S8K2S7|A0A0S8K2S7_9BACE,49.72,13,1,1,,8155,ATP synthase subunit c OS=Bacteroides sp. SM23_62 GN=AMS26_05710 PE=4 SV=1
7082,31091,tr|A0A0S8KQH6|A0A0S8KQH6_9BACE,49.72,13,1,1,,8155,ATP synthase subunit c OS=Bacteroides sp. SM1_62 GN=AMS23_06700 PE=4 SV=1
7418,23611,tr|D4KH26|D4KH26_9FIRM,49.48,2,1,1,,55312,L-arabinose isomerase OS=Megamonas hypermegale ART12/1 GN=araA PE=3 SV=1
8235,28892,tr|D7IR60|D7IR60_9BACE,49.30,5,1,1,,28479,Phosphate import ATP-binding protein PstB OS=Bacteroides sp. 3_1_19 GN=pstB PE=3 SV=1
8715,31110,tr|R7IGT3|R7IGT3_9FIRM,48.93,9,1,1,,15161,50S ribosomal protein L15 OS=Faecalibacterium sp. CAG:74 GN=rplO PE=3 SV=1
